name,t_ms,in_size_bytes,out_size_bytes,nlines
third_party/libwebp/enc/tree.c,155,68159,5720,2363
third_party/libwebp/enc/webpenc.c,169,66160,3396,2462
third_party/libwebp/enc/picture.c,304,62664,6900,2367
third_party/libwebp/enc/frame.c,519,76714,13192,2886
third_party/libwebp/enc/quant.c,593,83698,18840,3076
third_party/expat/files/lib/xmlrole.c,314,36205,12544,1551
third_party/webrtc/system_wrappers/source/event.cc,1310,2690230,524,80010
base/base_switches.cc,41,1251,896,68
third_party/angle/src/compiler/glslang_tab.cpp,4921,994748,78252,35913
third_party/webrtc/system_wrappers/source/data_log_c.cc,1406,801478,23304,30237
third_party/jsoncpp/source/src/lib_json/json_writer.cpp,1563,828256,31944,31507
native_client/src/trusted/gdb_rsp/abi.cc,502,453360,10040,16983
third_party/jsoncpp/source/src/lib_json/json_reader.cpp,1772,590439,32836,22451
third_party/webrtc/modules/audio_processing/aec/aec_core_sse2.c,246,131116,4192,4627
third_party/webrtc/modules/audio_processing/aec/aec_rdft_sse2.c,227,128239,4356,4066
third_party/WebKit/Source/ThirdParty/glu/libtess/tess.c,232,50095,7036,1899
native_client/src/trusted/gdb_rsp/packet.cc,906,739981,11024,28200
third_party/WebKit/Source/ThirdParty/glu/libtess/tessmono.c,93,33300,1500,1246
third_party/jsoncpp/overrides/src/lib_json/json_value.cpp,2162,854562,45316,32824
native_client/src/trusted/gdb_rsp/session.cc,832,740979,8860,28230
third_party/WebKit/Source/ThirdParty/glu/libtess/sweep.c,429,65659,11604,2436
third_party/pdfsqueeze/pdfsqueeze.m,1453,3771516,11100,118851
third_party/WebKit/Source/ThirdParty/glu/libtess/geom.c,117,9661,3148,296
third_party/WebKit/Source/ThirdParty/glu/libtess/dict.c,78,28526,856,1103
third_party/WebKit/Source/ThirdParty/glu/libtess/memalloc.c,67,27909,296,1075
third_party/WebKit/Source/ThirdParty/glu/libtess/priorityq.c,225,44503,4212,1613
third_party/WebKit/Source/ThirdParty/glu/libtess/normal.c,134,26086,2748,802
third_party/WebKit/Source/ThirdParty/glu/libtess/mesh.c,183,40458,3840,1707
native_client/src/trusted/gdb_rsp/util.cc,956,733049,10608,27779
third_party/bzip2/crctable.c,50,34187,1380,1368
third_party/WebKit/Source/ThirdParty/glu/libtess/render.c,229,22633,5028,734
third_party/bzip2/randtable.c,58,33346,2396,1348
third_party/bzip2/huffman.c,135,34552,2284,1413
breakpad/src/common/mac/bootstrap_compat.cc,54,26630,360,1076
breakpad/src/common/convert_UTF.c,184,13713,4128,475
breakpad/src/common/mac/file_id.cc,133,73983,1908,2997
native_client/src/trusted/gdb_rsp/host.cc,1587,801649,32924,30585
third_party/bzip2/bzlib.c,479,59285,8824,2159
breakpad/src/common/mac/macho_utilities.cc,109,55729,936,2094
native_client/src/trusted/gdb_rsp/target.cc,1536,804814,25600,30759
breakpad/src/common/mac/macho_id.cc,273,107872,7452,4292
breakpad/src/common/mac/macho_walker.cc,217,97570,4784,3814
breakpad/src/common/md5.cc,166,16046,2992,538
third_party/bzip2/blocksort.c,654,51989,9328,2095
breakpad/src/client/mac/handler/breakpad_nlist_64.cc,488,468579,4920,19788
third_party/zlib/contrib/minizip/ioapi.c,112,58237,2460,2096
third_party/expat/files/lib/xmlparse.c,2404,238756,54308,7763
third_party/zlib/compress.c,60,19297,988,774
breakpad/src/common/mac/SimpleStringDictionary.mm,365,446837,1552,16850
third_party/zlib/adler32.c,116,43603,1344,1596
breakpad/src/common/mac/string_utilities.cc,458,599177,2072,21012
third_party/bzip2/decompress.c,988,66806,10656,1842
breakpad/src/client/minidump_file_writer.cc,672,487477,5320,18798
third_party/zlib/crc32.c,220,78933,10804,2190
breakpad/src/common/string_conversion.cc,492,457004,2888,17244
third_party/expat/files/lib/xmltok.c,2779,262409,69660,7606
third_party/zlib/contrib/minizip/unzip.c,503,103944,15916,3710
third_party/zlib/inftrees.c,125,46031,2508,1729
third_party/zlib/uncompr.c,53,18942,672,751
third_party/zlib/inffast.c,164,49295,2144,1820
third_party/zlib/gzio.c,340,63283,10360,2513
breakpad/src/common/mac/MachIPC.mm,947,1912404,4668,61574
third_party/zlib/zutil.c,69,41630,1036,1560
native_client/src/trusted/service_runtime/arch/x86_32/nacl_switch_32.S,39,2107,580,99
native_client/src/trusted/service_runtime/arch/x86_32/nacl_syscall_32.S,39,1863,392,60
native_client/src/trusted/service_runtime/osx/nacl_signal_32.c,86,48618,656,1867
third_party/bzip2/compress.c,1326,53905,18276,1872
third_party/zlib/infback.c,330,67218,8112,2105
third_party/zlib/contrib/minizip/zip.c,770,108843,18836,3739
native_client/src/trusted/service_runtime/arch/x86_32/nacl_app_32.c,154,150958,1420,5398
native_client/src/trusted/service_runtime/arch/x86_32/nacl_switch_to_app_32.c,185,151370,1508,5514
native_client/src/trusted/service_runtime/arch/x86_32/springboard.S,40,1362,340,27
native_client/src/trusted/service_runtime/arch/x86_32/sel_addrspace_x86_32.c,120,146625,1400,5224
native_client/src/trusted/service_runtime/arch/x86_32/tramp_32.S,41,1901,632,58
native_client/src/trusted/service_runtime/arch/x86_32/nacl_tls_32.c,152,150175,900,5495
third_party/zlib/deflate.c,614,86077,13760,3119
native_client/src/trusted/service_runtime/arch/x86_32/sel_rt_32.c,123,148357,976,5409
third_party/zlib/trees.c,505,79983,12372,2600
native_client/src/trusted/service_runtime/arch/x86_32/sel_ldr_x86_32.c,219,155213,2848,5481
breakpad/src/client/mac/handler/minidump_generator.cc,1231,965699,20356,38982
third_party/protobuf/src/google/protobuf/stubs/once.cc,291,407773,152,15388
third_party/protobuf/src/google/protobuf/generated_message_util.cc,328,408192,1276,15400
third_party/zlib/inflate.c,717,87409,14712,2728
native_client/src/shared/srpc/module_init_fini.c,69,58332,564,2255
native_client/src/trusted/perf_counter/nacl_perf_counter.c,135,62304,1804,2234
third_party/protobuf/src/google/protobuf/io/zero_copy_stream.cc,295,408956,1128,15427
third_party/protobuf/src/google/protobuf/message_lite.cc,495,452322,11944,17233
third_party/protobuf/src/google/protobuf/io/zero_copy_stream_impl_lite.cc,469,431863,13392,16357
third_party/protobuf/src/google/protobuf/stubs/common.cc,588,465881,14488,17598
native_client/src/shared/srpc/invoke.c,187,112844,4956,3779
native_client/src/shared/srpc/nacl_srpc.c,128,111557,3876,3909
base/third_party/dynamic_annotations/dynamic_annotations.c,76,34044,708,1250
native_client/src/shared/srpc/rpc_server_loop.c,94,62048,1436,2379
native_client/src/shared/srpc/rpc_service.c,205,71048,4044,2742
third_party/protobuf/src/google/protobuf/repeated_field.cc,736,741530,1384,28170
third_party/protobuf/src/google/protobuf/io/coded_stream.cc,633,449156,11916,17087
native_client/src/shared/srpc/nacl_srpc_message.c,297,133401,10480,4680
third_party/WebKit/Source/WTF/Stub.cpp,34,259,152,9
native_client/src/shared/imc/nacl_imc_common.cc,185,53502,796,2177
native_client/src/shared/imc/nacl_imc_c.cc,160,51315,1408,2003
native_client/src/shared/srpc/rpc_serialize.c,387,94670,11228,3530
native_client/src/shared/imc/nacl_imc_unistd.cc,265,325353,3180,12293
native_client/src/shared/srpc/rpc_log.c,506,94362,13084,3434
third_party/webrtc/modules/audio_coding/codecs/pcm16b/pcm16b.c,86,30731,656,1177
native_client/src/shared/imc/osx/nacl_imc.cc,314,333948,3560,12633
third_party/protobuf/src/google/protobuf/wire_format_lite.cc,1025,931206,13304,34628
third_party/modp_b64/modp_b64.cc,326,413596,6208,15102
third_party/flac/src/libFLAC/bitmath.c,67,8970,628,362
third_party/flac/src/libFLAC/alloc.c,89,29265,960,1160
third_party/flac/src/libFLAC/cpu.c,58,34564,312,1335
third_party/protobuf/src/google/protobuf/unknown_field_set.cc,1372,1169245,7348,41485
third_party/flac/src/libFLAC/crc.c,61,12473,2140,419
third_party/flac/src/libFLAC/float.c,35,8038,152,301
third_party/flac/src/libFLAC/bitwriter.c,239,62581,7440,2221
third_party/webrtc/system_wrappers/source/sort.cc,5336,425931,62708,15907
third_party/flac/src/libFLAC/bitreader.c,360,67105,10108,2546
third_party/flac/src/libFLAC/lpc.c,249,51020,6704,1870
third_party/flac/src/libFLAC/fixed.c,300,46049,4024,1561
third_party/flac/src/libFLAC/format.c,268,66674,11328,2511
third_party/flac/src/libFLAC/md5.c,180,42461,3840,1509
breakpad/src/client/mac/handler/dynamic_images.cc,1878,2373777,14076,79087
third_party/flac/src/libFLAC/memory.c,200,33539,1128,1287
third_party/flac/src/libFLAC/window.c,130,40425,7140,1470
third_party/speex/libspeex/exc_10_16_table.c,31,864,516,26
third_party/flac/src/libFLAC/stream_encoder_framing.c,184,53908,13092,1783
third_party/speex/libspeex/exc_10_32_table.c,33,1350,676,42
third_party/icon_family/NSString+CarbonFSRefCreation.m,843,4092992,2084,123647
third_party/speex/libspeex/gain_table.c,38,2617,864,138
third_party/speex/libspeex/gain_table_lbr.c,36,943,480,42
third_party/speex/libspeex/hexc_10_32_table.c,42,1643,676,43
third_party/speex/libspeex/bits.c,155,45542,4204,1926
third_party/speex/libspeex/hexc_table.c,40,4582,1376,139
third_party/speex/libspeex/quant_lsp.c,345,57357,11136,2242
third_party/speex/libspeex/high_lsp_tables.c,38,4001,1404,141
third_party/speex/libspeex/lsp_tables_nb.c,45,7131,2372,338
third_party/speex/libspeex/lpc.c,70,11763,1112,554
third_party/speex/libspeex/exc_20_32_table.c,38,2272,996,42
third_party/speex/libspeex/modes.c,63,45953,3400,2034
third_party/speex/libspeex/filters.c,348,60770,9680,2346
third_party/speex/libspeex/cb_search.c,300,55839,6304,2334
third_party/speex/libspeex/exc_5_64_table.c,37,1471,676,74
third_party/speex/libspeex/modes_wb.c,85,71805,2848,2965
third_party/speex/libspeex/lsp.c,149,46854,3840,1839
third_party/speex/libspeex/exc_5_256_table.c,50,4792,1636,266
third_party/speex/libspeex/exc_8_128_table.c,45,3705,1380,138
third_party/speex/libspeex/sb_celp.c,492,107565,17584,4179
third_party/speex/libspeex/speex_callbacks.c,86,44437,1732,1870
third_party/speex/libspeex/speex.c,99,58517,2348,2289
third_party/speex/libspeex/speex_header.c,98,45705,1748,1887
third_party/speex/libspeex/window.c,42,12822,1220,509
third_party/speex/libspeex/vbr.c,111,28216,5140,1026
third_party/speex/libspeex/stereo.c,118,62712,3656,2451
third_party/speex/libspeex/vq.c,98,31156,1372,1272
third_party/speex/libspeex/nb_celp.c,768,117919,23588,4472
third_party/icon_family/IconFamily.m,1369,4785874,29812,147424
third_party/speex/libspeex/ltp.c,410,70598,8988,2783
third_party/protobuf/src/google/protobuf/extension_set.cc,2487,1123398,54448,38144
third_party/flac/src/libFLAC/stream_decoder.c,953,176825,36032,5833
third_party/flac/src/libFLAC/stream_encoder.c,1434,226733,41228,7003
third_party/icu/source/common/utypes.c,115,28314,5948,1048
third_party/icu/source/common/wintz.c,54,22141,152,855
third_party/icu/source/common/uvectr64.cpp,184,54995,4672,2492
ppapi/cpp/view.cc,408,468807,2872,18125
third_party/icu/source/common/uvectr32.cpp,299,58046,6108,2636
ppapi/cpp/var_array_buffer.cc,447,511439,3480,19442
ppapi/cpp/websocket.cc,503,520401,5840,19986
ppapi/cpp/rect.cc,300,316139,1964,12451
ppapi/cpp/completion_callback.cc,336,456224,332,17183
third_party/icu/source/common/uvector.cpp,485,62085,10396,2770
ppapi/cpp/core.cc,363,456505,464,17207
ppapi/cpp/audio.cc,392,460449,2524,17358
ppapi/cpp/audio_config.cc,391,459709,2728,17291
ppapi/cpp/fullscreen.cc,383,458674,1996,17328
ppapi/cpp/file_io.cc,499,522462,5268,20030
ppapi/cpp/file_system.cc,478,531990,2528,20835
ppapi/cpp/image_data.cc,397,466668,3844,17875
ppapi/cpp/graphics_3d_client.cc,424,471191,2916,18202
ppapi/cpp/file_ref.cc,572,533087,5964,20884
ppapi/cpp/graphics_2d.cc,487,476915,4056,18495
ppapi/cpp/graphics_3d.cc,482,517259,3800,19808
ppapi/cpp/instance_handle.cc,367,462311,396,17785
ppapi/cpp/mouse_lock.cc,406,474329,3864,18420
ppapi/cpp/resource.cc,391,456233,1928,17160
third_party/icu/source/common/icudataver.c,98,56010,1104,2061
third_party/icu/source/common/errorcode.cpp,70,25484,528,1023
third_party/icu/source/common/dtintrv.cpp,82,26347,2552,1108
ppapi/cpp/input_event.cc,614,529811,11012,20359
third_party/icu/source/common/cwchar.c,55,22146,152,855
ppapi/cpp/instance.cc,647,543695,8104,21250
ppapi/cpp/var.cc,593,529755,8408,20627
third_party/icu/source/common/uts46.cpp,1178,630508,18436,23497
third_party/icu/source/common/icuplug.c,300,76082,8988,3215
ppapi/cpp/url_request_info.cc,455,520776,3364,19864
ppapi/cpp/url_loader.cc,487,529796,5332,20358
ppapi/cpp/url_response_info.cc,432,516623,2804,19792
third_party/icu/source/common/cstring.c,145,58077,2268,2345
third_party/icu/source/common/locbased.cpp,376,500238,896,18407
third_party/icu/source/common/uinit.c,78,42966,1064,1705
third_party/icu/source/common/umath.c,71,25201,340,1041
third_party/icu/source/common/umapfile.c,81,42974,804,1616
ppapi/cpp/module.cc,741,540736,8460,21080
third_party/icu/source/common/locavailable.cpp,464,535307,3264,19757
third_party/icu/source/common/ulist.c,115,56973,1864,2266
third_party/icu/source/common/unifunct.cpp,65,25469,1820,1032
third_party/icu/source/common/umutex.c,136,51791,4160,1831
third_party/icu/source/common/unifilt.cpp,100,30386,3168,1273
third_party/icu/source/common/uinvchar.c,233,82793,4628,3079
third_party/icu/source/common/locdispnames.cpp,706,640794,12536,24265
third_party/icu/source/common/uhash.c,453,91896,9556,3518
third_party/icu/source/common/uidna.cpp,378,140281,6968,6066
third_party/icu/source/common/uhash_us.cpp,441,519350,1008,19898
third_party/icu/source/common/locid.cpp,781,540599,21600,20241
third_party/icu/source/common/uobject.cpp,82,37881,1536,1589
third_party/icu/source/common/unorm_it.c,233,85417,4732,3754
third_party/icu/source/common/dictbe.cpp,818,641093,15188,24500
third_party/icu/source/common/ures_cnv.c,79,74841,1016,2388
third_party/icu/source/common/uiter.cpp,733,526351,11284,19221
third_party/icu/source/common/unistr_case.cpp,527,602597,3804,22950
third_party/icu/source/common/unistr_props.cpp,408,502465,760,19035
third_party/icu/source/common/unistr_cnv.cpp,593,611992,6056,23000
third_party/icu/source/common/uscript.c,121,118269,1712,4974
third_party/icu/source/common/usc_impl.c,147,39366,2124,1500
third_party/icu/source/common/uloc.c,858,202496,46816,7869
third_party/icu/source/common/unames.c,810,159849,19528,6874
third_party/icu/source/common/unorm.cpp,589,622554,4960,23216
third_party/icu/source/common/ustack.cpp,107,37645,3576,1687
third_party/icu/source/common/uloc_tag.c,1014,177091,17368,7318
third_party/icu/source/common/unormcmp.cpp,674,632016,5500,23697
third_party/icu/source/common/uresdata.c,366,125639,10316,4516
third_party/icu/source/common/ustr_cnv.c,141,90816,3620,3183
third_party/icu/source/common/ustr_wcs.c,113,144631,548,5742
third_party/icu/source/common/ustrfmt.c,92,48455,660,1915
third_party/icu/source/common/uprops.cpp,701,642010,12208,23844
third_party/icu/source/common/unisetspan.cpp,1082,608889,13144,23128
third_party/icu/source/common/usprep.cpp,404,180065,9836,7500
third_party/icu/source/common/uniset_props.cpp,1187,733070,23572,27923
third_party/icu/source/common/uset_props.cpp,489,562843,2880,21266
third_party/icu/source/common/utf_impl.c,146,29788,2520,1139
third_party/icu/source/common/usetiter.cpp,485,549157,4216,21122
third_party/icu/source/common/uset.cpp,613,572515,7044,21616
third_party/icu/source/common/uresbund.c,774,254741,27180,9751
third_party/icu/source/common/uniset.cpp,1299,617057,29160,23960
third_party/icu/source/common/unistr.cpp,1213,592391,24988,22771
third_party/icu/source/common/ushape.c,562,133684,13116,5539
third_party/icu/source/common/cmemory.c,97,46707,1776,1747
third_party/icu/source/common/ustrcase.c,488,137342,10300,5598
third_party/icu/source/common/ustrenum.cpp,508,519032,7768,19171
third_party/icu/source/common/ustring.c,506,154559,9820,6488
third_party/icu/source/common/utrace.c,384,65520,8384,2554
third_party/icu/source/common/utrie2.cpp,426,78799,6284,3002
third_party/icu/source/common/utrie.c,458,60278,8256,2462
third_party/icu/source/common/ustrtrns.c,638,155257,10268,6306
third_party/icu/source/common/util_props.cpp,499,507542,2580,19206
third_party/icu/source/common/bytestream.cpp,379,422308,2540,15907
third_party/icu/source/common/udatamem.c,89,33060,1364,1296
third_party/icu/source/common/uenum.c,110,32332,1288,1226
third_party/icu/source/common/charstr.cpp,482,492786,2116,18220
third_party/icu/source/common/chariter.cpp,472,482197,3592,17770
third_party/icu/source/common/util.cpp,654,542312,6748,20526
third_party/icu/source/common/utrie2_builder.c,590,74624,9212,2999
third_party/icu/source/common/udataswp.c,169,44820,4576,1744
third_party/icu/source/common/locmap.c,182,88293,16008,2999
third_party/icu/source/common/mutex.cpp,102,31065,868,1174
third_party/icu/source/common/parsepos.cpp,96,26654,1872,1131
third_party/icu/source/common/brkiter.cpp,642,649431,12468,25129
third_party/icu/source/common/brkeng.cpp,585,635567,8344,24205
third_party/icu/source/common/propsvec.c,181,72643,3896,2878
third_party/icu/source/common/punycode.c,229,123734,3768,5170
third_party/icu/source/common/filterednormalizer2.cpp,626,567655,6388,21321
third_party/icu/source/common/bmpset.cpp,715,559584,7428,21247
third_party/icu/source/common/locresdata.cpp,482,519067,3532,19052
third_party/icu/source/common/caniter.cpp,891,638611,13352,24023
third_party/icu/source/common/propname.cpp,376,137579,8616,6001
third_party/icu/source/common/putil.c,342,117815,18384,4363
third_party/icu/source/common/locutil.cpp,542,542573,5344,20062
third_party/icu/source/common/loclikely.cpp,630,585917,6220,22353
third_party/icu/source/common/utext.cpp,1376,642307,23332,24712
third_party/icu/source/common/rbbidata.cpp,596,641635,4568,24853
third_party/icu/source/common/rbbinode.cpp,560,615643,2616,23844
third_party/icu/source/common/normlzr.cpp,802,629690,11896,23775
third_party/icu/source/common/resbund_cnv.cpp,403,512174,1984,18783
third_party/icu/source/common/rbbistbl.cpp,533,617365,4700,23877
third_party/icu/source/common/rbbirb.cpp,627,644348,5820,25130
third_party/icu/source/common/resbund.cpp,530,531835,8312,19562
third_party/icu/source/common/normalizer2.cpp,978,637992,24872,23733
third_party/icu/source/common/schriter.cpp,463,490253,7516,18101
third_party/icu/source/common/ruleiter.cpp,494,486355,2984,17990
third_party/icu/source/common/rbbisetb.cpp,701,639109,6820,24793
third_party/icu/source/common/uarrsort.c,129,30645,2216,1189
third_party/icu/source/common/rbbitblb.cpp,828,656709,11504,25544
third_party/icu/source/common/rbbiscan.cpp,940,654829,15496,25503
third_party/icu/source/common/ubidi_props.c,219,136438,23548,4585
third_party/icu/source/common/stringpiece.cpp,351,422595,1256,15961
third_party/icu/source/common/servlkf.cpp,535,577747,4568,21801
third_party/icu/source/common/servnotf.cpp,473,496153,3916,18451
third_party/icu/source/common/servlk.cpp,583,578824,6328,21833
third_party/icu/source/common/servrbf.cpp,470,576514,4372,21747
third_party/icu/source/common/rbbi.cpp,1210,689570,24000,26474
third_party/icu/source/common/servls.cpp,604,582072,10596,21939
third_party/icu/source/common/serv.cpp,825,550949,20696,20669
third_party/icu/source/common/servslkf.cpp,504,577123,4640,21772
third_party/icu/source/common/ucat.c,106,82427,908,2890
third_party/icu/source/common/ubidiwrt.c,249,118221,4644,4835
third_party/icu/source/common/normalizer2impl.cpp,1529,681090,25852,25247
third_party/icu/source/common/ucln_cmn.c,124,107645,1304,4624
third_party/icu/source/common/ucmndata.c,147,58613,1468,2322
third_party/icu/source/common/ucnv_cb.c,119,106675,1688,4370
third_party/icu/source/common/ucasemap.c,335,154440,7116,6177
third_party/icu/source/common/ucnv_cnv.c,161,104087,1312,4282
third_party/icu/source/common/ubidiln.c,549,128655,8032,5164
third_party/icu/source/common/ucnv_err.c,138,97773,3064,3848
third_party/icu/source/common/ucnv_set.c,87,98222,824,4084
third_party/icu/source/common/ubrk.cpp,553,629666,4100,24160
